director,num_movies,avg_rating,total_votes,popularity_score
A. Hans Scheirl,1,3.51,440,3.51
A.V. Rockwell,1,3.79,31577,3.79
"Aaron B. Koontz, Chris McInroy",1,2.72,10624,2.72
"Aaron Blaise, Robert Walker",1,3.73,346341,3.73
"Aaron Hann, Mario Miscione",1,2.56,156476,2.56
"Aaron Horvath, Peter Rida Michail",1,3.21,72629,3.21
Aaron Lipstadt,1,2.39,769,2.39
"Aaron Moorhead, Justin Benson",2,3.395,105149,6.79
"Aaron Nee, Adam Nee",1,2.75,297044,2.75
Aaron Norris,1,2.14,2264,2.14
Aaron Schneider,1,3.18,78243,3.18
Aaron Sorkin,3,3.4299999999999997,679764,10.29
Abbas Fahdel,1,4.15,1076,4.15
Abbas Kiarostami,2,4.155,106933,8.31
"Abby Kohn, Marc Silverstein",1,2.41,69664,2.41
Abdellatif Kechiche,1,3.24,289116,3.24
Abe Levitow,1,3.23,1494,3.23
Abel Ferrara,9,3.393333333333333,146220,30.54
Abel Gance,2,4.140000000000001,20110,8.280000000000001
Abraham Polonsky,1,3.65,8303,3.65
Adam Brooks,1,3.3,104043,3.3
Adam Curtis,1,4.24,6809,4.24
Adam Elliot,1,4.25,141356,4.25
Adam Green,2,2.79,48804,5.58
Adam Grossman,1,2.41,1864,2.41
Adam Marcus,1,1.7,63589,1.7
Adam McKay,7,3.3328571428571427,4248405,23.33
Adam Nimoy,1,3.65,5690,3.65
Adam Randall,1,2.32,14045,2.32
Adam Rifkin,4,3.2800000000000002,32498,13.120000000000001
Adam Rodgers,1,3.09,3165,3.09
Adam Shankman,4,2.895,516152,11.58
Adam Wingard,7,2.7842857142857143,1096415,19.49
"Adam Wingard, Gregg Hale",1,2.96,72298,2.96
Adam Wood,1,2.93,319,2.93
Adam Yauch,1,3.42,274,3.42
"Adil El Arbi, Bilall Fallah",1,2.81,139855,2.81
Adrian Lyne,6,3.14,508758,18.84
Adrienne Shelly,1,3.65,41927,3.65
Adrián García Bogliano,1,3.16,7287,3.16
Agnieszka Holland,1,3.8,11316,3.8
Agnès Varda,2,4.145,246565,8.29
"Agnès Varda, JR",1,4.14,42664,4.14
Ahn Ju-young,1,3.6,1043,3.6
Aisling Walsh,1,3.71,28586,3.71
Akira Kurosawa,7,4.42,1133636,30.939999999999998
Akiva Goldsman,1,2.4,14531,2.4
Akiva Schaffer,2,3.395,366999,6.79
Al Adamson,4,2.79,1860,11.16
"Al Campbell, Alice Mathias",1,2.72,58204,2.72
Alain Deruelle,1,2.17,941,2.17
Alain Fleischer,1,3.36,270,3.36
Alain Resnais,1,4.17,110376,4.17
Alain Robbe-Grillet,1,3.5,1784,3.5
Alan Arkin,1,3.7,8801,3.7
Alan Bunce,1,3.34,1141,3.34
Alan Clarke,1,3.67,10730,3.67
Alan Gibson,1,3.06,9581,3.06
Alan J. Pakula,7,3.5928571428571425,407327,25.15
"Alan Mak Siu-Fai, Andrew Lau",1,4.03,81421,4.03
Alan Metter,3,2.716666666666667,46176,8.15
Alan Myerson,1,2.47,1644,2.47
Alan Parker,4,3.5475,229893,14.19
Alan Rudolph,4,3.33,9852,13.32
Alan Shapiro,1,2.82,54714,2.82
"Alan Smithee, William Lustig",1,2.58,6505,2.58
Alan Taylor,1,2.24,940351,2.24
Alan Yang,1,3.32,14309,3.32
Alastair Fothergill,2,4.46,31097,8.92
Albert Band,1,2.81,6626,2.81
"Albert Birney, Kentucker Audley",1,3.39,1361,3.39
"Albert Hughes, Allen Hughes",2,3.3,75437,6.6
Albert Magnoli,1,3.41,36398,3.41
Albert Maysles,1,3.61,6163,3.61
"Albert Maysles, David Maysles",1,4.04,23992,4.04
Albert Pyun,13,2.664615384615385,62821,34.64
"Albert Pyun, Rusty Lemorande",1,2.54,592,2.54
"Albert Uderzo, René Goscinny",1,3.62,19003,3.62
"Alberto Cavalcanti, Charles Crichton",1,3.75,15616,3.75
Alberto De Martino,3,2.69,3745,8.07
Alberto Mar,1,2.38,1900,2.38
Aldo Lado,4,3.165,14821,12.66
Alec Baldwin,1,2.33,1809,2.33
Alejandro Amenábar,2,3.825,433721,7.65
Alejandro González Iñárritu,5,3.9159999999999995,2414297,19.58
Alejandro Jodorowsky,6,3.783333333333333,249125,22.7
"Alejandro Martínez Beltrán, Carlos Algara",1,2.87,1445,2.87
Alejandro Sessa,1,2.35,1272,2.35
Aleksander Bach,1,2.12,34370,2.12
Aleksandr Askoldov,1,3.81,1103,3.81
Aleksandr Sokurov,4,3.64,7406,14.56
Alessandro Pepe,1,2.84,226,2.84
Alessio Cremonini,1,3.73,13845,3.73
"Alessio Rigo de Righi, Matteo Zoppis",1,3.6,4967,3.6
Alex Cox,5,3.402,132714,17.01
Alex Garland,3,3.453333333333333,2127326,10.36
Alex Gibney,1,3.66,14454,3.66
Alex Hardcastle,1,2.13,147683,2.13
Alex Horwitz,1,3.82,2587,3.82
Alex Proyas,5,3.056,865747,15.280000000000001
Alex Richanbach,1,2.33,22993,2.33
Alex Ross Perry,3,3.426666666666667,59447,10.280000000000001
Alex Stapleton,1,3.73,3480,3.73
"Alex Stevens, Chester Fox",1,2.62,1348,2.62
Alex Timbers,1,3.85,66058,3.85
Alex Turner,1,2.68,4632,2.68
Alex Winter,1,3.77,8328,3.77
"Alex Winter, Tom Stern",1,3.58,16190,3.58
Alexander Kluge,1,3.45,505,3.45
Alexander Korda,1,3.51,3144,3.51
Alexander Mackendrick,2,3.84,53966,7.68
Alexander Nanau,1,4.0,22150,4.0
Alexander Payne,5,3.886,1612854,19.43
Alexandra-Therese Keining,1,3.37,8426,3.37
Alexandre Aja,6,2.841666666666667,476362,17.05
"Alexandre Bustillo, Julien Maury",1,2.88,7287,2.88
Alexandre Lehmann,1,3.8,53164,3.8
Alexandre O. Philippe,1,3.4,8117,3.4
Alfonso Arau,1,3.21,14287,3.21
Alfonso Brescia,2,2.7649999999999997,1233,5.529999999999999
Alfonso Corona,1,1.98,1397,1.98
Alfonso Cuarón,9,3.6666666666666665,3611312,33.0
Alfonso Gomez-Rejon,2,3.4699999999999998,266299,6.9399999999999995
Alfred Hitchcock,18,3.8066666666666666,2932908,68.52
Alfred L. Werker,6,3.275,10493,19.65
Alfred Sole,1,3.38,27525,3.38
Alfredo Soderguit,1,3.57,1389,3.57
Alfredo Zacarías,2,2.585,6220,5.17
Ali Selim,1,2.01,69076,2.01
Alice Lowe,1,3.1,16407,3.1
Alice Wu,1,3.24,229589,3.24
Alison Maclean,2,3.455,4227,6.91
Allan Arkush,1,3.48,16810,3.48
Allan Dwan,1,3.47,1919,3.47
Allan Holzman,1,2.83,8377,2.83
Allan Moyle,2,3.63,149160,7.26
Allen Coulter,1,3.15,153012,3.15
Allen Hughes,1,2.67,15440,2.67
"Allen Hughes, Albert Hughes",1,3.25,154354,3.25
Allison Burnett,1,2.68,7495,2.68
Ally Pankiw,1,3.14,177885,3.14
Alma Har'el,2,3.775,160225,7.55
Amanda Harlib,1,3.26,293,3.26
Amando de Ossorio,2,3.075,8135,6.15
Amir Shervan,4,2.63,25722,10.52
Amma Asante,1,3.49,23133,3.49
Amman Abbasi,1,3.47,1287,3.47
Amos Kollek,1,3.09,507,3.09
Amy Heckerling,5,3.258,1439986,16.29
Amy Holden Jones,1,3.0,77581,3.0
Amy Poehler,1,2.6,43597,2.6
Amy Scott,1,3.63,2111,3.63
Amy Seimetz,2,3.115,34581,6.23
Ana Lily Amirpour,2,3.1849999999999996,165270,6.369999999999999
Anand Tucker,2,3.5300000000000002,7483,7.0600000000000005
"Anatole Litvak, Jean Negulesco",1,3.51,1145,3.51
Anaïs Volpé,1,3.75,2761,3.75
Anders Jacobsson,1,2.89,4672,2.89
Anders Morgenthaler,2,3.19,1587,6.38
Anders Refn,1,3.23,717,3.23
Anders Thomas Jensen,1,3.61,14635,3.61
Anders Walter,1,3.01,19573,3.01
Andrea Arnold,4,3.63,234753,14.52
Andrea Berloff,1,2.54,22120,2.54
Andrea Bianchi,1,3.06,9323,3.06
Andrea Di Stefano,1,2.99,5911,2.99
Andreas Prochaska,1,3.54,6798,3.54
Andreas Schnaas,1,2.43,1095,2.43
Andrei Konchalovsky,12,3.374166666666667,76572,40.49
Andrei Tarkovsky,7,4.311428571428571,872092,30.18
Andrew Adamson,2,3.4299999999999997,679940,6.859999999999999
Andrew Ahn,1,3.8,9905,3.8
Andrew Bergman,2,2.7199999999999998,54197,5.4399999999999995
Andrew Bujalski,1,3.49,11528,3.49
Andrew Davis,6,3.2283333333333335,571902,19.37
Andrew Dominik,1,3.3,104043,3.3
Andrew Fleming,2,3.545,419497,7.09
Andrew Gaynord,1,3.34,31889,3.34
Andrew Haigh,1,3.72,10971,3.72
Andrew J. Cohen,1,2.52,45086,2.52
Andrew J. Kuehn,1,3.2,2657,3.2
Andrew Jones,1,1.43,7263,1.43
Andrew Jordan,1,2.33,6114,2.33
Andrew Leman,1,3.5,6157,3.5
Andrew Levitas,1,3.03,705,3.03
Andrew Marton,1,3.05,268,3.05
"Andrew Mecham, Matthew Whedon",1,1.86,2201,1.86
Andrew Meyer,1,2.74,577,2.74
Andrew Monument,1,3.42,3316,3.42
Andrew Niccol,3,3.436666666666667,785694,10.31
Andrew Patterson,1,3.55,91476,3.55
Andrew Sinclair,1,3.18,312,3.18
Andrew Stanton,4,3.5599999999999996,4446412,14.239999999999998
Andrew Steggall,1,3.15,3575,3.15
Andrew V. McLaglen,3,3.1766666666666663,11501,9.53
"Andrew V. McLaglen, John Guillermin",1,2.68,1347,2.68
Andrey Zvyagintsev,3,4.026666666666666,114935,12.079999999999998
Andrzej Bartkowiak,3,2.1,75347,6.300000000000001
"Andrzej Munk, Witold Lesiewicz",1,3.87,2971,3.87
Andrzej Sekula,1,2.28,31743,2.28
Andrzej Wajda,1,4.05,24292,4.05
Andrzej Żuławski,6,3.778333333333333,349164,22.669999999999998
André de Toth,4,3.4625,29873,13.85
André Øvredal,2,3.31,343409,6.62
Andy Fickman,2,2.65,572254,5.3
Andy Goddard,1,3.22,13080,3.22
Andy Milligan,4,2.8024999999999998,3711,11.209999999999999
Andy Muschietti,1,2.73,161000,2.73
Andy Orjuela,1,2.89,607,2.89
Andy Serkis,1,2.73,59915,2.73
Andy Sidaris,2,2.9,12697,5.8
Andy Tennant,4,2.8725,373194,11.49
Aneesh Chaganty,1,3.16,279222,3.16
Ang Lee,6,3.6966666666666668,2009097,22.18
Angela Robinson,2,3.67,143119,7.34
Angelina Jolie,1,3.53,134281,3.53
Angus MacLachlan,1,3.4,738,3.4
Angus MacLane,1,2.81,347219,2.81
"Anisia Uzeyman, Saul Williams",1,3.56,9328,3.56
Anita Rocha da Silveira,1,3.31,6735,3.31
Ann Deborah Fishman,1,1.09,23124,1.09
Ann Hui,1,3.83,4842,3.83
Ann Turner,1,3.64,5001,3.64
Anna Biller,1,3.5,201792,3.5
"Anna Boden, Ryan Fleck",1,3.3,103827,3.3
Anna Mastro,1,2.21,7598,2.21
Anna Odell,2,3.38,3320,6.76
Anna Rose Holmer,1,3.6,14780,3.6
"Annabel Jankel, Rocky Morton",2,2.76,76959,5.52
Anne Fletcher,5,3.098,1193623,15.489999999999998
Anne Fontaine,2,2.92,41279,5.84
Anne Goursaud,1,2.44,713,2.44
Anne Hamilton,1,2.9,1684,2.9
Annette Haywood-Carter,1,3.45,9380,3.45
Anthony Asquith,1,3.01,1815,3.01
Anthony C. Ferrante,4,1.915,148637,7.66
Anthony DiBlasi,1,2.53,20266,2.53
Anthony Harvey,1,4.02,16595,4.02
Anthony Hemingway,1,2.81,12245,2.81
Anthony Hickox,3,2.893333333333333,20048,8.68
Anthony Mann,9,3.5444444444444443,31620,31.9
"Anthony Mann, Laurence Harvey",1,3.21,1114,3.21
Anthony Maras,1,3.68,62313,3.68
Anthony Minghella,1,3.44,48710,3.44
"Anthony Russo, Joe Russo",1,2.44,35423,2.44
Anthony Waller,4,2.88,28927,11.52
Anthony Wilcox,1,3.12,336,3.12
Anthony Wonke,2,3.425,12627,6.85
Antoine Bardou-Jacquet,1,3.0,6084,3.0
Antoine Fuqua,5,3.3979999999999997,1050176,16.99
Anton Corbijn,2,3.66,108886,7.32
Anton Gino Domenighini,1,3.33,203,3.33
Anton Giulio Majano,1,2.44,1086,2.44
Anton Sigurðsson,1,2.7,307,2.7
Antoneta Alamat Kusijanović,1,3.64,9041,3.64
Antonia Bird,1,3.65,40508,3.65
Antonio Campos,3,3.323333333333333,436889,9.969999999999999
Antonio Margheriti,31,3.0161290322580645,32237,93.5
Antonio Mercero,1,3.87,7281,3.87
Antonio Negret,1,2.75,1322,2.75
Antonio Pietrangeli,1,3.97,7987,3.97
Antony Hoffman,1,2.56,13949,2.56
António-Pedro Vasconcelos,1,3.42,405,3.42
Apichatpong Weerasethakul,3,3.8666666666666667,122022,11.6
April Mullen,3,2.27,27349,6.8100000000000005
April Wright,1,3.44,312,3.44
Aram Rappaport,1,2.69,371,2.69
Arch Hall Sr.,1,1.86,2552,1.86
Arch Nicholson,2,3.3200000000000003,4445,6.640000000000001
Ari Aster,4,3.585,5334945,14.34
Ari Folman,1,3.24,5034,3.24
Ari Sandel,2,2.6,296915,5.2
Arie Posin,1,3.21,6349,3.21
Ariel Kleiman,1,3.24,1694,3.24
"Ariel Schulman, Henry Joost",1,2.54,90206,2.54
Ariel Vromen,3,2.8666666666666667,43801,8.6
Armand Weston,1,2.64,1687,2.64
Armando Crispino,2,3.1500000000000004,3914,6.300000000000001
Armando Iannucci,1,3.78,227687,3.78
Arna Selznick,1,3.02,6305,3.02
Arne Glimcher,1,2.95,12074,2.95
Arnold Schwartzman,1,3.6,354,3.6
Art Linson,1,3.04,2133,3.04
Art Scott,1,2.38,589,2.38
Arthur Allan Seidelman,1,2.87,387,2.87
Arthur Harari,1,3.8,6519,3.8
Arthur Hiller,5,3.2359999999999998,50501,16.18
Arthur Lubin,1,3.06,2695,3.06
Arthur Marks,4,3.285,7411,13.14
Arthur Penn,5,3.5840000000000005,162180,17.92
"Arthur Rankin, Jr., Jules Bass",3,3.5400000000000005,129653,10.620000000000001
Asghar Farhadi,5,3.8299999999999996,224487,19.15
Ashley Avis,1,2.88,4026,2.88
"Ashley Pearce, Jon East",1,3.33,1989,3.33
Ashwiny Iyer Tiwari,1,3.42,10675,3.42
Asif Kapadia,1,4.04,109703,4.04
Ate de Jong,1,3.05,33097,3.05
Athina Rachel Tsangari,1,3.48,13125,3.48
Atom Egoyan,2,2.92,56480,5.84
"Austen Jewell, Jack Donohue",1,2.91,4352,2.91
Austin Chick,1,2.93,656,2.93
Austin Vesely,1,2.22,12016,2.22
Autumn de Wilde,1,3.71,379887,3.71
Ava DuVernay,3,3.8733333333333335,202458,11.620000000000001
Azazel Jacobs,1,3.13,13498,3.13
BJ McDonnell,2,2.725,51880,5.45
Babak Anvari,1,3.48,42982,3.48
Babak Najafi,1,2.3,8082,2.3
Baltasar Kormákur,1,3.22,144838,3.22
Banjong Pisanthanakun,1,3.37,70027,3.37
"Barbara Białowąs, Tomasz Mandes",1,1.08,142850,1.08
Barbara Kopple,2,2.84,13449,5.68
Barbara Peeters,1,3.06,342,3.06
"Barbara Peeters, Jimmy T. Murakami",1,2.96,16908,2.96
Barbet Schroeder,4,3.495,65176,13.98
Barry Jenkins,6,3.685,1572316,22.11
Barry Levinson,13,3.29,830302,42.77
Barry Mahon,1,2.85,262,2.85
Barry Shear,2,3.4699999999999998,10697,6.9399999999999995
Barry Sonnenfeld,8,3.1175,2146234,24.94
Barry W. Blaustein,1,2.75,20497,2.75
Bart Freundlich,3,2.84,16001,8.52
Bart Layton,2,3.725,124581,7.45
Bartosz M. Kowalski,1,2.28,29163,2.28
Basil Dearden,1,3.65,4119,3.65
"Basil Dearden, Eliot Elisofon",1,3.25,2417,3.25
Baz Luhrmann,4,3.3600000000000003,1848700,13.440000000000001
Beeban Kidron,1,2.98,193418,2.98
Ben Affleck,5,3.492,1261135,17.46
Ben Coccio,1,3.81,18452,3.81
Ben Falcone,3,2.2133333333333334,100429,6.640000000000001
Ben Houser,1,3.4,808,3.4
Ben Ketai,1,2.0,6104,2.0
Ben Palmer,1,3.3,33888,3.3
Ben Ramsey,1,3.07,9343,3.07
Ben Stiller,6,3.2449999999999997,1987460,19.47
Ben Wheatley,8,3.0725,517089,24.58
Ben Winston,1,3.63,93368,3.63
Ben Young,1,2.46,29418,2.46
Benedict Andrews,1,3.07,11998,3.07
Benedikt Erlingsson,1,3.83,14615,3.83
Benh Zeitlin,1,3.76,64819,3.76
"Benjamin Christensen, Lucien Hubbard",1,3.23,406,3.23
Benjamin Millepied,1,3.03,10433,3.03
Bennett Miller,3,3.73,769659,11.19
Benny Boom,1,2.68,17891,2.68
Benny Chan Muk-Sing,1,3.29,3901,3.29
"Benny Safdie, Josh Safdie",3,3.8066666666666666,1328340,11.42
"Bernard Derriman, Loren Bouchard",1,3.54,127124,3.54
Bernard L. Kowalski,1,2.12,3590,2.12
Bernard Rose,3,3.5500000000000003,228175,10.65
Bernard Vorhaus,1,3.26,1758,3.26
Bernardo Bertolucci,5,3.7,215834,18.5
Bert I. Gordon,6,2.658333333333333,12018,15.95
Bert Ring,1,3.63,1374,3.63
Berthold Viertel,1,3.51,202,3.51
"Bertie, Bert",1,3.42,19286,3.42
Bertrand Blier,7,3.38,31948,23.66
Bertrand Bonello,3,3.6199999999999997,46209,10.86
Bertrand Mandico,1,3.71,11736,3.71
Betty Thomas,4,2.9975,303602,11.99
Beyoncé,1,4.35,63367,4.35
Bharat Nalluri,1,2.79,4769,2.79
Bi Gan,1,3.95,14613,3.95
Bibo Bergeron,1,3.62,54114,3.62
"Bibo Bergeron, Don Paul",1,3.63,207436,3.63
Bigas Luna,1,3.66,9095,3.66
"Bilall Fallah, Adil El Arbi",1,2.91,168293,2.91
Bill Berry,1,3.21,629,3.21
Bill Condon,3,3.0566666666666666,84675,9.17
Bill Duke,3,3.4633333333333334,97908,10.39
Bill Feigenbaum,1,3.42,298,3.42
Bill Forsyth,1,2.93,1517,2.93
Bill Froehlich,1,2.47,4082,2.47
Bill Gunn,1,3.63,14985,3.63
Bill Holderman,1,2.84,33258,2.84
Bill L. Norton,2,2.96,3258,5.92
"Bill Leslie, Terry Lofton",1,2.47,2413,2.47
Bill Melendez,2,4.055,144033,8.11
"Bill Melendez, Phil Roman",1,3.86,43726,3.86
"Bill Murray, Howard Franklin",1,3.43,13902,3.43
Bill Pohlad,1,3.83,62507,3.83
"Bill Ross, Turner Ross",1,3.8,7812,3.8
Bill Watterson,1,3.32,22725,3.32
Bille August,2,3.5,19495,7.0
Bille Woodruff,1,3.17,20467,3.17
Billy Bob Thornton,1,3.16,813,3.16
Billy Crystal,1,3.23,5590,3.23
Billy Federighi,1,2.95,639,2.95
Billy O'Brien,1,3.25,17867,3.25
Billy Ray,3,3.2133333333333334,68417,9.64
Billy Wilder,10,3.933,970325,39.33
Bing Liu,1,4.31,44648,4.31
Björn Runge,2,3.49,41485,6.98
Blair Hayes,1,2.86,35832,2.86
Blair Treu,1,3.14,1212,3.14
Blake Edwards,8,3.28375,452205,26.27
Blake Robbins,1,3.1,299,3.1
Blitz Bazawule,1,3.49,2441,3.49
Bo Arne Vibenius,1,3.47,10607,3.47
Bo Burnham,2,3.99,844179,7.98
Bo Welch,1,2.64,260081,2.64
Bo Widerberg,1,3.36,2894,3.36
Boaz Davidson,2,2.955,12330,5.91
Boaz Yakin,1,3.82,207901,3.82
Bob Clark,5,3.0140000000000002,383264,15.07
Bob Fosse,2,4.025,107209,8.05
Bob Hathcock,1,3.26,24919,3.26
Bob Kelljan,1,3.19,241,3.19
Bob Odenkirk,1,2.75,9308,2.75
"Bob Persichetti, Peter Ramsey",1,4.41,3177015,4.41
Bob Rafelson,6,3.2933333333333334,86624,19.76
Bob Spiers,1,2.97,33936,2.97
Bobbito Garcia,1,3.8,934,3.8
"Bobby Farrelly, Peter Farrelly",3,2.8733333333333335,166117,8.620000000000001
Bobby Moresco,1,3.01,792,3.01
Bobby Roe,1,2.17,4981,2.17
"Bobby Roe, Jeff Larson",1,2.7,1086,2.7
Bobs Gannaway,1,2.21,24976,2.21
"Bodil Ipsen, Lau Lauritzen Jr.",1,3.38,434,3.38
Bomani J. Story,1,2.98,7899,2.98
Bong Joon Ho,6,3.8800000000000003,2150362,23.28
"Bong Joon Ho, Leos Carax",1,3.6,16504,3.6
Boots Riley,1,3.73,449547,3.73
Boris Petroff,1,2.79,499,2.79
Boris Sagal,1,3.19,17350,3.19
Boyd Kirkland,1,3.36,25978,3.36
Brad Anderson,2,3.13,64144,6.26
Brad Bird,6,3.73,6226958,22.38
"Brad F. Grinter, Steve Hawkes",1,2.29,2092,2.29
Brad Furman,1,3.53,97437,3.53
Brad Isaacs,1,3.42,581,3.42
Brad Peyton,1,2.47,195819,2.47
Brad Silberling,4,3.0125,536944,12.05
Bradley Cooper,1,3.62,869147,3.62
Bradley Raymond,1,1.97,18991,1.97
Bradley Rust Gray,1,3.24,1188,3.24
Branden Kramer,1,2.46,4734,2.46
Brandon Cronenberg,2,3.3449999999999998,535001,6.6899999999999995
Brandon Trost,1,2.76,63807,2.76
Brandon Vietti,1,2.94,15169,2.94
Breck Eisner,1,2.33,45168,2.33
"Brendan Malloy, Emmett Malloy",2,3.055,9061,6.11
Brent Bonacorso,1,1.8,24761,1.8
Brent Hodge,1,3.37,1335,3.37
Bret McCormick,1,3.01,1285,3.01
Brett Haley,2,3.235,260204,6.47
Brett Kelly,2,1.7850000000000001,4229,3.5700000000000003
Brett Leonard,3,2.3033333333333332,22143,6.91
Brett Morgen,2,3.9850000000000003,125164,7.970000000000001
Brett Piper,1,2.75,1266,2.75
Brett Ratner,6,3.1183333333333336,1099868,18.71
Brett Simmons,2,2.325,5339,4.65
Brett Sullivan,1,3.14,21777,3.14
Brian Clemens,1,3.24,5651,3.24
Brian De Palma,13,3.6538461538461537,1681404,47.5
Brian Desmond Hurst,1,3.27,430,3.27
Brian Duffield,1,3.23,45841,3.23
Brian Fee,1,3.03,388995,3.03
Brian G. Hutton,1,3.24,832,3.24
Brian Gibson,1,3.7,18213,3.7
Brian Gilbert,1,3.29,16339,3.29
Brian Grant,2,3.1,609,6.2
Brian Helgeland,3,3.53,330023,10.59
Brian Henson,2,2.865,92332,5.73
Brian K. Williams,1,2.96,492,2.96
Brian King,1,2.63,1571,2.63
"Brian Koppelman, David Levien",1,2.81,5373,2.81
Brian Levant,3,2.7466666666666666,325760,8.24
"Brian Nissen, Richard Rich",1,3.16,246,3.16
Brian O'Malley,1,2.67,6122,2.67
Brian Petsos,1,2.05,1171,2.05
Brian Robbins,6,2.688333333333333,273054,16.13
"Brian Taylor, Mark Neveldine",1,3.25,121842,3.25
Brian Trenchard-Smith,4,3.185,16128,12.74
"Brian Trenchard-Smith, Russell Hagg",1,2.93,1654,2.93
Brian Yuzna,2,3.26,82234,6.52
"Bridget Savage Cole, Danielle Krudy",1,3.41,28260,3.41
Brie Larson,1,2.82,57125,2.82
Brin Hill,1,3.22,12104,3.22
Britt Allcroft,1,2.72,7026,2.72
Bruce Beresford,4,3.31,16196,13.24
Bruce Brown,1,3.79,9739,3.79
Bruce D. Clark,1,2.67,11287,2.67
Bruce LaBruce,1,3.09,1112,3.09
Bruce Leddy,1,2.27,3348,2.27
Bruce Lee,1,3.58,35818,3.58
Bruce Malmuth,1,3.21,12600,3.21
Bruce McCulloch,2,2.695,29034,5.39
Bruce McDonald,2,3.325,44310,6.65
Bruce Robinson,1,3.96,70575,3.96
"Bruce Timm, Eric Radomski",1,4.03,138274,4.03
Brunello Rondi,1,3.72,5489,3.72
Bruno Barreto,1,2.61,18157,2.61
Bruno Dumont,3,3.3533333333333335,28612,10.06
"Bruno Lavaine, Nicolas Charlet",1,3.07,534,3.07
Bruno Mattei,2,2.7649999999999997,7897,5.529999999999999
"Bruno Mattei, Claudio Fragasso",2,2.67,8130,5.34
Bryan Bertino,2,2.835,70944,5.67
Bryan Fogel,1,3.95,61944,3.95
Bryan Forbes,2,3.7350000000000003,40531,7.470000000000001
Bryan Singer,7,3.0685714285714285,2673607,21.48
"Bud Friedgen, Michael J. Sheridan",1,3.52,1324,3.52
Bud Townsend,1,2.95,387,2.95
Bud Yorkin,2,2.88,3259,5.76
Budd Boetticher,1,3.79,6402,3.79
Buddy Van Horn,2,2.8600000000000003,26145,5.720000000000001
Burny Mattinson,1,3.73,46915,3.73
Burr Steers,3,2.973333333333333,422681,8.92
"Burt Balaban, Stuart Rosenberg",1,3.23,636,3.23
Burt Kennedy,2,3.005,5098,6.01
Burt Reynolds,4,2.995,10848,11.98
Buster Keaton,1,4.38,100504,4.38
Butch Hartman,1,3.3,5249,3.3
Buzz Kulik,2,3.24,3278,6.48
Byron Haskin,2,3.305,7253,6.61
"Byron Howard, Jared Bush",1,3.51,1164375,3.51
"Byron Howard, Nathan Greno",1,3.99,1498710,3.99
"Byron Howard, Rich Moore",1,3.72,1209908,3.72
Byun Hyuk,1,2.43,1794,2.43
Byun Young-joo,1,3.31,2577,3.31
Béla Tarr,3,4.296666666666667,97927,12.89
Calum Waddell,1,3.44,660,3.44
Cameron Crowe,6,3.3699999999999997,1138823,20.22
Camille Delamarre,1,1.96,3209,1.96
Camillo Mastrocinque,1,3.26,1567,3.26
Caradog W. James,1,2.22,9490,2.22
Carey Williams,1,3.42,28919,3.42
"Carl Boese, Paul Wegener",1,3.68,13726,3.68
Carl Franklin,1,2.98,12922,2.98
Carl Gottlieb,1,2.66,4286,2.66
Carl Lindbergh,1,1.97,1402,1.97
Carl Reiner,3,3.3666666666666667,80167,10.1
Carl Rinsch,1,2.54,71416,2.54
Carl Schenkel,1,3.46,1112,3.46
Carl Theodor Dreyer,5,4.1339999999999995,218059,20.669999999999998
Carl Tibbetts,1,4.2,135370,4.2
Carlo Di Palma,1,3.29,302,3.29
Carlo Lavagna,1,3.34,949,3.34
Carlo Lizzani,1,3.22,472,3.22
Carlo Mirabella-Davis,1,3.42,126120,3.42
Carlos Cuarón,1,3.52,14916,3.52
Carlos López Estrada,1,4.09,73823,4.09
"Carlos López Estrada, Don Hall",1,3.24,441809,3.24
Carlos Reygadas,1,3.66,11834,3.66
Carlos Saldanha,4,3.075,1024679,12.3
Carlos Sorín,7,3.4514285714285715,7865,24.16
Carol Reed,3,3.8333333333333335,160371,11.5
Caroline Suh,1,3.68,32575,3.68
Carter Smith,1,2.79,57392,2.79
Cary Joji Fukunaga,1,3.94,81693,3.94
Cary Medoway,1,3.02,2688,3.02
"Cary Murnion, Jonathan Milott",2,2.8899999999999997,72040,5.779999999999999
Casey Affleck,1,3.26,31448,3.26
Cate Shortland,3,3.3333333333333335,1178734,10.0
Catherine Corsini,1,3.53,5945,3.53
"Catherine Gund, Daresha Kyi",1,3.89,3531,3.89
Catherine Hardwicke,4,2.8775,1807292,11.51
Cathy Yan,1,3.02,764699,3.02
Cecil B. DeMille,5,3.368,59347,16.84
Cedric Nicolas-Troyan,1,2.51,81754,2.51
Celine Song,1,4.17,1283771,4.17
Ceyda Torun,1,4.03,30178,4.03
Chad Archibald,2,2.545,5019,5.09
Chad Stahelski,3,3.81,2941536,11.43
Chang Cheh,2,3.5599999999999996,13942,7.119999999999999
Charles B. Griffith,1,1.94,1139,1.94
Charles B. Pierce,4,2.6075,24948,10.43
Charles Band,6,2.606666666666667,11210,15.64
Charles Barton,3,3.233333333333333,27047,9.7
Charles Burnett,3,3.77,33544,11.31
Charles Correll,1,3.31,967,3.31
Charles Crichton,3,3.606666666666667,118182,10.82
Charles Dorfman,1,2.41,5227,2.41
Charles E. Sellier Jr.,2,2.98,40340,5.96
Charles Herman-Wurmfeld,1,2.81,13641,2.81
Charles Jarrott,3,3.1933333333333334,6282,9.58
Charles Kiselyak,1,3.63,770,3.63
